nombre,nickname,país,comida_favorita,número_de_la_suerte
Ann,bryanaustin,Kyrgyz Republic,hamburguesa,34
Patrick,cruzdavid,Kiribati,chocolate,68
Mary,sean44,Saint Helena,helado,29
Anne,smithmegan,French Southern Territories,ensalada,54
George,murphyjonathon,Portugal,fruta,47
Tiffany,austin90,Ecuador,sushi,72
Joan,bgross,Micronesia,tacos,14
Lisa,harrymitchell,Croatia,helado,7
Alexis,johngiles,Gambia,chocolate,16
Craig,nwolfe,Slovakia (Slovak Republic),chocolate,50
Bonnie,hannahlynch,Cocos (Keeling) Islands,sushi,100
Javier,john77,Grenada,pollo,25
Amanda,scottsmith,Brazil,tacos,52
Richard,popedavid,Martinique,pizza,94
Jeremy,suarezalexandra,Guam,sushi,22
Angela,pmcbride,Egypt,helado,37
Charles,kevin51,Mongolia,tacos,6
Vanessa,scottkim,Kazakhstan,helado,98
Andrea,lawrence06,Namibia,pollo,77
Carl,ryan10,Guernsey,ensalada,52
Wendy,bharrison,Libyan Arab Jamahiriya,helado,14
Kimberly,hansonkenneth,Egypt,pizza,51
Amber,dalton27,Australia,chocolate,64
Jessica,deborah19,Brunei Darussalam,ensalada,74
Nichole,kelly28,Grenada,sushi,15
Jessica,collinschristopher,Holy See (Vatican City State),tacos,35
Amy,johnsonheather,Zimbabwe,ensalada,70
Carmen,johncarey,Peru,pollo,47
Robert,ygarcia,British Virgin Islands,ensalada,32
Rebecca,alyssapeterson,Cape Verde,pasta,53
Stephanie,qruiz,New Zealand,pasta,72
Louis,daviseric,South Georgia and the South Sandwich Islands,sushi,81
Joseph,stephaniesalazar,Iceland,ensalada,97
Glenda,mikayla44,Martinique,chocolate,88
April,masondavid,Slovenia,fruta,42
Daniel,harrisamber,Iceland,chocolate,42
Julie,alyssaleon,New Zealand,ensalada,67
Sandra,vbrown,Saint Barthelemy,tacos,99
Jessica,wallacesamuel,Faroe Islands,pasta,90
Richard,rhenry,Switzerland,tacos,94
Heather,brett49,Bhutan,chocolate,38
Justin,jenna57,Morocco,pollo,85
Garrett,zgarcia,Lesotho,pollo,1
Ronald,pattersondylan,Bhutan,helado,97
Brian,oroberts,India,pizza,44
Theodore,elizabethlyons,Romania,sushi,60
Michelle,traviswilkerson,Moldova,hamburguesa,52
Jamie,harrylewis,Mali,hamburguesa,56
Kim,william01,Faroe Islands,sushi,75
Bianca,jamesrubio,Netherlands,fruta,29
Catherine,zsalazar,Sri Lanka,tacos,62
Jay,yatesmichael,Sri Lanka,pollo,62
Brooke,jonathanchen,Norway,pizza,83
Jimmy,williamrobinson,Guadeloupe,helado,32
Fernando,michael79,Kenya,ensalada,43
Andrew,paula11,Albania,fruta,42
Robin,joseph51,Cocos (Keeling) Islands,tacos,9
Susan,nguyenbrent,Oman,pasta,33
Rachel,cwhite,Botswana,hamburguesa,77
David,dustin59,United Arab Emirates,ensalada,13
Regina,alvarezjohn,Liberia,sushi,13
Donna,anthonyolson,North Macedonia,pizza,49
Lauren,johnritter,Sweden,tacos,94
Heather,nicholsbrady,Greenland,ensalada,92
Hannah,richardsoto,Slovenia,pizza,82
Marcus,tanyaevans,Czech Republic,tacos,94
Evan,nathanielspencer,Greece,pasta,14
Brett,tmills,Gambia,pasta,85
Jacqueline,adam63,Paraguay,ensalada,88
Brandy,wellsandrea,Cote d'Ivoire,pizza,78
Logan,sdaniels,Suriname,fruta,81
Lindsay,vhoward,Cuba,tacos,33
Charles,scott82,South Georgia and the South Sandwich Islands,tacos,6
Jodi,jennifer88,Kyrgyz Republic,chocolate,87
Donna,ballardmichael,Germany,pizza,7
Christopher,contrerassarah,Antigua and Barbuda,pizza,12
Jennifer,hwashington,Lao People's Democratic Republic,sushi,6
Carlos,scott67,Sao Tome and Principe,pasta,68
Denise,tiffany35,Australia,tacos,55
Jennifer,rayjenna,Croatia,ensalada,24
Jeffrey,scott61,Cayman Islands,helado,72
Jessica,rmack,Wallis and Futuna,tacos,28
Michelle,zguerrero,Croatia,tacos,70
Sarah,brittanyjenkins,Australia,pollo,9
Judy,smithmichael,Haiti,sushi,18
John,olivia95,Saudi Arabia,hamburguesa,26
Elizabeth,jallen,Panama,tacos,3
David,jeffreywashington,Oman,sushi,36
Jamie,debra40,South Georgia and the South Sandwich Islands,pasta,69
Gary,haasmary,Svalbard & Jan Mayen Islands,tacos,93
Aaron,maureengould,Sweden,fruta,5
Angelica,shannon14,Germany,hamburguesa,68
Gregory,joseph74,Central African Republic,helado,75
Julie,robertrodriguez,Liechtenstein,sushi,44
Nicholas,michael67,Peru,hamburguesa,2
Joseph,abigailharris,Egypt,pollo,80
Sierra,tanya27,Estonia,helado,13
Valerie,brookewilcox,Germany,sushi,8
Melissa,uferguson,Tuvalu,ensalada,18
Ralph,kentangela,South Africa,chocolate,48
Alexander,angela44,Bermuda,pasta,32
Renee,carrjames,Namibia,ensalada,9
Bruce,murphysusan,Wallis and Futuna,pizza,26
Raymond,gmccall,Norfolk Island,helado,6
Ryan,rbarnes,Tunisia,hamburguesa,31
Rebecca,jesseturner,New Caledonia,pollo,21
John,rodney95,Cameroon,pizza,39
Tammy,edavis,Afghanistan,sushi,91
Stacy,btorres,Palau,chocolate,21
Leah,amberbraun,Lao People's Democratic Republic,chocolate,42
Anthony,janet61,Bolivia,pollo,84
Sean,carlsonvirginia,Turkey,pollo,27
Julia,jonathanlopez,Kuwait,pasta,32
Rebecca,meagangordon,Croatia,pizza,39
Grant,christopher81,Korea,pizza,29
Brooke,colton56,Netherlands Antilles,fruta,66
Michelle,tammyvargas,Czech Republic,chocolate,46
Cindy,michellemurray,Guam,pizza,65
Christopher,caitlingoodwin,Korea,pasta,78
Joseph,cjohnson,Mongolia,pizza,68
Heather,romeroethan,Andorra,hamburguesa,12
Joel,dpatel,Lao People's Democratic Republic,ensalada,86
Karen,stacy10,Dominican Republic,ensalada,25
Lisa,ana42,Turks and Caicos Islands,chocolate,58
Scott,tortiz,Trinidad and Tobago,pizza,31
Daniel,madison55,Cambodia,pasta,86
Linda,ssingleton,Belize,pasta,90
Sergio,abryant,Czech Republic,ensalada,31
Allison,colonjonathan,Montenegro,pollo,95
Cody,ohenson,Cyprus,hamburguesa,53
James,cynthia71,Vanuatu,tacos,93
Natalie,xschultz,Niger,ensalada,41
Robin,stacie85,San Marino,sushi,32
Neil,nbutler,Macao,pasta,29
David,qbryant,Seychelles,pollo,48
Justin,mlozano,Mauritania,ensalada,76
Shannon,jeffreywoods,Moldova,pasta,79
Angela,youngjohn,Moldova,pollo,19
Eric,xgarcia,French Polynesia,sushi,95
Heather,jonathan13,Zambia,ensalada,53
Tina,eatontravis,Ecuador,tacos,69
Deborah,vford,Thailand,fruta,9
Eric,brittany04,Mauritania,pizza,29
Susan,williamgarcia,Armenia,hamburguesa,44
Tracey,brianhill,Czech Republic,helado,84
Michael,thomasdanielle,Russian Federation,pasta,47
Michelle,linda57,Gabon,pasta,82
George,amber00,Norway,pizza,9
Anne,brandyalvarado,Gambia,sushi,33
Stephen,allenmelissa,Ukraine,ensalada,65
Joseph,jcalderon,Kiribati,pasta,55
Anthony,jamesnelson,Burkina Faso,pizza,95
Kimberly,smartinez,Norway,helado,20
Ruth,gonzalezdaniel,South Georgia and the South Sandwich Islands,chocolate,68
Rita,olarson,Turkmenistan,ensalada,27
Jennifer,chavezcrystal,Venezuela,sushi,64
Joshua,laura31,Northern Mariana Islands,pasta,61
Melanie,terryfloyd,Slovakia (Slovak Republic),pollo,46
Jessica,matthew03,Lebanon,tacos,41
Jessica,jeffrey64,Kenya,ensalada,50
Stephanie,adam90,Panama,hamburguesa,51
Charles,robert52,Mexico,ensalada,44
Robert,dknight,Maldives,hamburguesa,54
Daniel,johnshepherd,Russian Federation,pizza,55
Alison,owensyesenia,Greenland,pasta,6
Erica,lauren92,Aruba,hamburguesa,41
Jeanette,amanda49,Angola,tacos,22
Kimberly,hammondmiguel,Iceland,ensalada,78
Stephanie,jestes,Iraq,fruta,52
David,szavala,Ghana,pollo,5
Christina,johnsondawn,Faroe Islands,fruta,78
William,marysalazar,Brazil,pizza,81
Emily,jesse52,Niger,tacos,26
Melissa,cartergary,Singapore,chocolate,67
Patricia,scopeland,Burundi,sushi,7
Joseph,robinsonnicole,Russian Federation,hamburguesa,54
Tammy,alyssaweber,Congo,helado,76
James,walkerrachel,Martinique,pizza,68
Tim,crystalallison,Belgium,pizza,94
Jesse,rossjessica,Palestinian Territory,fruta,50
Sean,jodi39,Micronesia,ensalada,78
Kathleen,gbaker,Pakistan,pizza,38
Nancy,batesdaniel,Malawi,pasta,3
Justin,amy87,Czech Republic,pasta,75
Robert,pateljennifer,Solomon Islands,pizza,50
Michael,castillosean,Kyrgyz Republic,pasta,67
Craig,keith50,Andorra,hamburguesa,2
Ryan,wallacekristine,Tunisia,hamburguesa,47
Barbara,dperez,Saint Kitts and Nevis,ensalada,33
Susan,katherinedawson,Jersey,pasta,75
Victoria,xjames,Benin,fruta,27
Jeremy,stephanie38,Cocos (Keeling) Islands,chocolate,80
Sarah,wilsonkatelyn,Czech Republic,ensalada,80
Nathan,coreyhenderson,Tanzania,fruta,71
Natasha,keithwinters,Maldives,fruta,20
Brad,sylviaflores,Latvia,chocolate,96
Melissa,brewernathan,Samoa,chocolate,64
Alexandra,allendustin,Papua New Guinea,pollo,100
Madison,williamsbryan,Bangladesh,sushi,61
Michael,mayapril,Lao People's Democratic Republic,hamburguesa,28
Jeremy,mark54,Kyrgyz Republic,ensalada,45
Lori,dennis01,Libyan Arab Jamahiriya,tacos,84
Tyler,chenjordan,Guernsey,helado,86
Lisa,bowenstephanie,Italy,fruta,59
Suzanne,lauren25,Nepal,ensalada,42
Juan,brianna24,British Virgin Islands,fruta,94
Timothy,calderonthomas,Nicaragua,chocolate,26
Joseph,lgreen,Portugal,chocolate,33
Lori,balltodd,Russian Federation,tacos,26
Tabitha,jreynolds,French Polynesia,ensalada,60
Lisa,mdavidson,Honduras,chocolate,89
Robert,jmendez,Samoa,pizza,24
Jamie,cristinachristensen,Guyana,ensalada,18
Joseph,fsmith,Central African Republic,pizza,66
Theresa,duane50,Eritrea,chocolate,40
Tamara,nancylee,Isle of Man,hamburguesa,83
Kimberly,kevin09,Guatemala,tacos,46
Donna,joneshelen,Nicaragua,ensalada,36
Paula,timothy04,Mongolia,pollo,33
Kevin,cochransydney,Peru,fruta,22
Brian,mason68,Lebanon,pizza,80
Jennifer,ehart,Dominica,helado,35
Eileen,jacksonbruce,Syrian Arab Republic,hamburguesa,43
Oscar,christopherbyrd,Niger,chocolate,23
Richard,stephanie72,Niger,hamburguesa,44
Kevin,courtney11,Chad,fruta,34
Jacob,harrisjennifer,Angola,ensalada,79
Timothy,gford,Christmas Island,tacos,94
Eduardo,bward,Nauru,sushi,19
Jose,harold03,Bermuda,sushi,27
Jacob,hilljonathan,Chad,tacos,39
Jesus,hmorris,Libyan Arab Jamahiriya,sushi,20
Amanda,brenda48,Guernsey,sushi,20
Bonnie,leedavid,New Caledonia,hamburguesa,18
Heather,jerrybenitez,Rwanda,sushi,64
Bradley,daniel42,Sao Tome and Principe,pollo,85
Vickie,timothy48,Guernsey,chocolate,95
Robert,bryan78,Bangladesh,hamburguesa,68
Michael,yrichardson,Swaziland,pollo,25
Pamela,davisconnor,Lebanon,hamburguesa,93
Kelsey,andrew78,Northern Mariana Islands,pollo,37
Eddie,brittanygraham,Gibraltar,ensalada,19
Kathleen,millskyle,Falkland Islands (Malvinas),sushi,82
Courtney,dakota89,South Africa,pollo,41
Marvin,linrobert,Nauru,pollo,52
Donna,zperry,France,pasta,11
Erin,kleonard,Namibia,fruta,31
Alexis,campbelljacob,Kiribati,pollo,44
Melissa,xjoseph,Spain,tacos,30
Marie,kevinpatterson,Australia,tacos,24
Lisa,melissaday,Nauru,sushi,69
Michael,mary28,Mayotte,ensalada,85
Brandon,kathleenmoody,Isle of Man,tacos,72
Carl,shermankatrina,Mauritania,sushi,80
Brittany,anthony28,Kenya,fruta,55
Kathleen,tammy67,Lao People's Democratic Republic,hamburguesa,9
Jeffrey,bergerbobby,Nigeria,fruta,34
Jason,hawkinsjeremy,Switzerland,pasta,31
Cory,dannyrichardson,Egypt,fruta,9
Anthony,nelsonjenna,Bosnia and Herzegovina,ensalada,39
Kim,millerelizabeth,Guyana,fruta,18
Courtney,jason77,Vietnam,pollo,27
Maria,snydernicole,Finland,chocolate,74
Joyce,ginaortiz,French Polynesia,tacos,78
Sydney,kimberly92,Greenland,fruta,85
Bruce,anita40,Somalia,chocolate,71
Catherine,ronaldbrown,Romania,chocolate,41
Dustin,nyoung,Mali,helado,65
Lisa,herrerasarah,Saint Kitts and Nevis,hamburguesa,46
Donald,michael64,Andorra,ensalada,94
Gregory,erica10,Vietnam,chocolate,74
Thomas,banksmichael,Kuwait,pizza,63
Thomas,robinsonjohn,Andorra,sushi,64
Crystal,amycarter,Guernsey,sushi,39
Richard,kblair,Kyrgyz Republic,ensalada,32
Philip,brandonwilliams,Kenya,pollo,44
Leslie,david90,Korea,hamburguesa,38
Ann,alyssawagner,Saint Barthelemy,ensalada,49
Rhonda,vbaker,Uzbekistan,helado,9
Anthony,yjordan,Egypt,sushi,96
Cassidy,edwinwhite,Congo,pasta,60
Jared,mary52,British Indian Ocean Territory (Chagos Archipelago),pasta,63
Nicholas,robinsonstephanie,Philippines,helado,6
Jennifer,davenporttonya,San Marino,sushi,70
Cory,marynguyen,Algeria,pizza,57
Anthony,hramirez,Nauru,fruta,86
David,dalvarado,Spain,fruta,83
Marie,fcalhoun,Guinea,pizza,25
David,bethfinley,Qatar,pizza,100
Angela,thompsonjerry,American Samoa,pollo,36
Kimberly,nicholasbradley,Niger,chocolate,40
Danny,amandaking,Uzbekistan,chocolate,7
Daniel,melissawhite,Djibouti,ensalada,44
Angel,kurtfinley,Togo,hamburguesa,19
Jessica,garyreed,Bolivia,pollo,68
Sergio,burtonerica,Paraguay,chocolate,19
John,bernardjoe,Antigua and Barbuda,chocolate,96
Tara,sbell,Uganda,fruta,14
David,nsmith,Mexico,hamburguesa,95
Rita,wesley26,United States Minor Outlying Islands,sushi,58
Mark,moralesbarbara,Finland,chocolate,42
Ethan,mark30,Denmark,tacos,93
Jeremy,brendawilliams,San Marino,tacos,48
Dakota,ryan52,Italy,chocolate,68
Mackenzie,vlee,Anguilla,sushi,91
Lori,davisandrew,Colombia,hamburguesa,27
Carolyn,catherinesmith,Philippines,fruta,66
Michael,marybass,British Virgin Islands,hamburguesa,66
Leah,hnguyen,Senegal,tacos,73
Dustin,alexis10,Cyprus,tacos,70
Meghan,michael64,Saint Martin,tacos,96
Tammy,garciaaaron,Slovenia,helado,20
Cory,michael95,Timor-Leste,tacos,78
Anthony,richard10,Netherlands Antilles,ensalada,40
Henry,russellsabrina,Congo,pasta,84
Tammy,pstevens,Iceland,pasta,90
Michael,lisaharris,Rwanda,tacos,21
Natalie,steven00,Madagascar,ensalada,90
Heidi,ymendez,Netherlands Antilles,helado,27
Justin,joshuathomas,Mauritius,tacos,65
Stephanie,ecruz,Belize,pizza,37
Carrie,nfletcher,Cayman Islands,pasta,64
Lisa,brownbrenda,Benin,pasta,90
Paul,kevin58,French Southern Territories,sushi,67
Tyler,schaeferfrank,Myanmar,pasta,71
Elizabeth,ryan14,Oman,pizza,97
Zachary,zphelps,Lesotho,hamburguesa,91
David,danielluke,Netherlands Antilles,fruta,84
Johnny,bergnathan,French Guiana,sushi,67
Chad,pennyblanchard,Christmas Island,tacos,48
Garrett,qrandolph,Sri Lanka,tacos,90
Billy,gprice,Ethiopia,pasta,54
Victoria,mmills,Saint Barthelemy,pasta,50
Brandon,corey30,Saint Vincent and the Grenadines,helado,2
Anna,nguyenwilliam,Portugal,pizza,97
Whitney,angelica63,Liechtenstein,fruta,60
Patricia,whitekendra,Samoa,tacos,72
Robin,oknight,Holy See (Vatican City State),pizza,74
Roy,stephanie20,Germany,ensalada,58
Jimmy,john80,Mexico,pizza,48
Justin,cohenkimberly,Bahrain,fruta,92
Miranda,jamesguerrero,Egypt,fruta,91
Elizabeth,randallmendoza,Haiti,hamburguesa,11
Jacqueline,johnjones,United States Virgin Islands,fruta,36
Eric,daniellemichael,Guinea-Bissau,pollo,4
Richard,brandon11,Saint Helena,hamburguesa,91
Roger,chrisrogers,North Macedonia,helado,68
Mitchell,elizabethjones,Croatia,fruta,4
Gabriela,marcus02,American Samoa,chocolate,9
Margaret,kwaters,Svalbard & Jan Mayen Islands,pollo,41
Rachel,rileyalyssa,Samoa,sushi,99
Jeffrey,frank22,Djibouti,pollo,98
Sean,shellysmith,Turkmenistan,helado,20
Patrick,ishort,Eritrea,sushi,96
Joseph,ohanson,Liechtenstein,ensalada,35
April,courtneyestes,Albania,hamburguesa,74
Robert,ellensanders,Bangladesh,tacos,90
Patrick,toniconley,Liechtenstein,ensalada,89
Eric,debrarhodes,Pitcairn Islands,ensalada,68
Aaron,teresadickson,Turkey,sushi,45
Jennifer,rbond,Kyrgyz Republic,hamburguesa,9
Susan,qrogers,Fiji,helado,72
William,wileylarry,Lebanon,pasta,98
Alex,moorekimberly,Angola,tacos,88
Gina,phillip60,Cook Islands,pollo,11
Lisa,whitneyamanda,Congo,fruta,28
Christina,vpayne,Trinidad and Tobago,helado,59
Roy,walkersteven,Canada,fruta,98
Tracey,jamesburnett,Saint Barthelemy,pasta,7
Colin,toddboone,Wallis and Futuna,pollo,86
David,wjohnson,British Indian Ocean Territory (Chagos Archipelago),helado,6
Brenda,gpeters,Bosnia and Herzegovina,sushi,45
Albert,cortezmichael,Northern Mariana Islands,pollo,66
Curtis,valenciagina,Cameroon,hamburguesa,45
Angela,stevenmeza,Bahrain,pollo,72
Debra,meyersvictoria,Central African Republic,chocolate,6
Katherine,karenburnett,Zimbabwe,fruta,14
Edgar,robinsondawn,Croatia,pasta,5
Sara,hendricksjessica,South Africa,pollo,18
Kevin,yfrey,Saint Barthelemy,pollo,67
Maurice,brownaaron,Kyrgyz Republic,tacos,40
Patricia,qnixon,Guam,chocolate,43
Suzanne,jpetersen,Germany,helado,84
Willie,mcaldwell,Pitcairn Islands,sushi,87
Sarah,ericksonandre,Palau,tacos,93
Chase,christina34,Japan,hamburguesa,53
Sheila,lisa94,Anguilla,tacos,78
Frank,matthew85,Norfolk Island,helado,80
Patricia,dawnmiller,Congo,hamburguesa,99
Robert,hardindavid,Anguilla,chocolate,22
Matthew,andrew06,Martinique,sushi,90
Jacob,crichardson,Wallis and Futuna,hamburguesa,60
Ethan,oclarke,Tonga,ensalada,88
Jason,chelsea02,Spain,helado,73
Jonathan,rhonda21,Puerto Rico,fruta,90
Tiffany,kellynichols,Ecuador,sushi,32
Beth,brandon89,Estonia,helado,96
Scott,woodsdon,United States Virgin Islands,helado,58
Alec,wallsdebbie,Netherlands Antilles,sushi,4
Matthew,richard84,Oman,pizza,48
Sarah,combsjoseph,Suriname,pollo,75
Kelly,lindsay02,Israel,fruta,41
Ryan,mccallryan,Bhutan,ensalada,19
Monica,lauren73,United States Minor Outlying Islands,pollo,33
Antonio,rachelbailey,Mayotte,helado,22
Emily,johnny96,Niger,helado,7
John,jessica67,Dominica,pasta,32
Darren,jonathan70,Benin,ensalada,50
Blake,kruegerrobert,San Marino,pasta,98
Christina,okaiser,Philippines,hamburguesa,25
Shawn,rperkins,Central African Republic,sushi,56
Melinda,mcallahan,Faroe Islands,fruta,73
Alexander,timothyevans,Togo,pollo,42
Todd,johnsonkaren,Madagascar,ensalada,2
William,matthew16,Singapore,sushi,72
Kimberly,johnnykirk,Argentina,fruta,13
Amy,jeff58,Macao,fruta,70
Jill,reedbrian,Mauritius,pasta,17
Kathleen,lchavez,Korea,pizza,40
Jessica,bhansen,Belarus,chocolate,95
Michelle,timothybush,Chad,hamburguesa,59
Joseph,cody10,Poland,pollo,85
Sean,tyler79,Jamaica,tacos,12
Benjamin,michaelrogers,Costa Rica,sushi,71
Nancy,cooleyjohn,Turks and Caicos Islands,helado,55
Christopher,milesjessica,Switzerland,ensalada,11
Paula,robleskathleen,Bahamas,sushi,48
Matthew,aimee90,France,ensalada,59
Frances,owatts,Lithuania,ensalada,71
Patrick,gphillips,Antarctica (the territory South of 60 deg S),chocolate,54
Carrie,millerdavid,Guinea,pollo,65
Tara,larry32,Nicaragua,pizza,89
Mary,haileyriley,Korea,pizza,3
Leslie,patriciatorres,Afghanistan,ensalada,36
Heather,rmorales,Eritrea,pizza,36
Karen,michaeldunn,Congo,pizza,85
Alexis,robert82,Libyan Arab Jamahiriya,ensalada,61
Jessica,turnermelissa,Switzerland,pasta,99
Kelly,kinggary,France,pizza,86
David,llopez,Turkmenistan,pollo,88
John,dean67,Poland,pasta,6
Sally,mackenziekennedy,Portugal,sushi,47
David,spowell,Taiwan,chocolate,59
Janet,stephanie89,Maldives,pizza,14
Gary,cynthia48,Guinea,hamburguesa,28
Mary,dennis97,Madagascar,pollo,74
Jeffrey,qramirez,Martinique,pasta,41
Cassandra,jwilliams,Benin,helado,3
James,andrew21,Egypt,pollo,39
Renee,emily86,Isle of Man,tacos,52
Raymond,priscilla11,Bermuda,ensalada,40
Annette,gboone,Saint Pierre and Miquelon,hamburguesa,38
Mary,seanolsen,Saint Vincent and the Grenadines,pizza,32
Philip,davisaaron,Bolivia,ensalada,67
Michael,elizabeth70,Bolivia,tacos,11
Michael,chadhouse,Iceland,tacos,1
Catherine,youngmatthew,Dominica,hamburguesa,47
Gregory,rconner,British Indian Ocean Territory (Chagos Archipelago),sushi,23
Caleb,stephensmichael,Gambia,sushi,83
Brenda,evanlutz,Algeria,pollo,27
Sara,landerson,Colombia,hamburguesa,89
Heather,hughesjaime,Cook Islands,hamburguesa,80
Amy,stacey22,North Macedonia,tacos,25
Krystal,ericksonsean,Guernsey,ensalada,62
John,jamesjohn,Guinea-Bissau,sushi,3
Amanda,hardinjesse,Costa Rica,ensalada,13
Michael,david21,Belarus,pizza,97
Molly,jennifer00,Equatorial Guinea,pollo,94
Aaron,ngarza,Equatorial Guinea,fruta,17
Samuel,amanda95,Isle of Man,helado,17
Anthony,dennis47,Grenada,sushi,80
David,grace65,Heard Island and McDonald Islands,sushi,91
Paul,wangjorge,Eritrea,fruta,64
Jason,johnwilson,Netherlands Antilles,ensalada,36
Joshua,charlessawyer,French Southern Territories,fruta,65
Allen,mackerin,Maldives,chocolate,27
Nathan,elamb,Central African Republic,helado,67
Barry,danny04,Portugal,fruta,53
Rachel,mullinsrandall,Moldova,chocolate,34
Marcia,rwashington,Martinique,pasta,85
Stephen,dillon94,New Caledonia,ensalada,48
Kyle,jonathan00,Ecuador,ensalada,52
John,emily61,Antigua and Barbuda,pizza,100
Steve,fdodson,Peru,tacos,34
Daniel,mparker,Turkmenistan,pollo,6
John,ryanroman,Yemen,pollo,32
Marie,oscott,Gambia,tacos,100
Cheryl,james41,Paraguay,hamburguesa,41
Samuel,barretthunter,French Polynesia,chocolate,22
Aaron,tina20,Bolivia,ensalada,48
Jennifer,sydneyjones,Jamaica,hamburguesa,59
Joseph,hspencer,Sierra Leone,tacos,92
Kayla,navarroamy,Italy,ensalada,80
Roberta,chase45,Luxembourg,pollo,23
Jennifer,pnixon,Liberia,chocolate,8
Erica,xbush,Bangladesh,sushi,66
Natasha,royhughes,Kiribati,tacos,53
Troy,angela86,Micronesia,pizza,18
Tina,xkim,Switzerland,pollo,55
Marcus,sforbes,Peru,pollo,5
Margaret,teresa17,American Samoa,pollo,3
Ann,tammy83,Vanuatu,hamburguesa,3
Angela,dennisjackson,Angola,ensalada,74
Christina,michael30,Philippines,tacos,65
Jonathon,charlotte91,Lesotho,helado,23
Daniel,zpeters,Greece,sushi,42
Christopher,mckaychristina,Guinea-Bissau,pasta,65
